Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
0,0.0,0,0.0,11,1289.333333,0.0,0.022222222,0.0,0.0,Dec,1,1,6,2,New_Visitor,False,False
10,138.75,0,0.0,69,2464.294444,0.0,0.000544218,0.0,0.0,Dec,2,2,3,2,New_Visitor,False,False
8,636.0,0,0.0,52,3374.016667,0.0,0.003703704,108.0893873,0.0,Nov,2,2,3,13,Returning_Visitor,False,True
0,0.0,0,0.0,22,473.5,0.0,0.022727273,0.0,0.6,May,3,7,3,3,Returning_Visitor,False,False
6,113.5,0,0.0,18,1066.5,0.0,0.005072464,0.0,0.0,Mar,2,2,7,2,New_Visitor,False,False
0,0.0,0,0.0,23,1888.5,0.0,0.008695652,46.00643478,0.0,May,2,2,4,4,New_Visitor,True,True
0,0.0,0,0.0,5,112.0,0.0,0.02,0.0,0.0,Mar,3,2,1,2,Returning_Visitor,True,False
0,0.0,0,0.0,14,115.6666667,0.057142857,0.076190476,0.0,0.0,May,3,2,1,13,Returning_Visitor,False,False
5,46.0,0,0.0,35,539.0,0.005555556,0.011111111,39.15,0.0,May,2,2,3,6,Returning_Visitor,True,True
7,405.2583333,1,88.0,22,661.6309524,0.007692308,0.005128205,0.0,0.0,May,1,1,4,2,Returning_Visitor,False,False
2,158.0,0,0.0,12,751.5,0.0,0.014285714,32.02714286,0.0,May,2,2,1,2,Returning_Visitor,False,True
1,90.6,0,0.0,11,424.5957143,0.053333333,0.055833333,0.0,0.0,Aug,3,2,8,1,Returning_Visitor,False,False
9,666.0,0,0.0,29,2061.066667,0.018918919,0.038918919,3.064378378,0.0,May,2,2,1,1,Returning_Visitor,False,False
3,32.5,0,0.0,24,603.25,0.0,0.014666667,14.57483754,0.0,Nov,4,2,1,3,Returning_Visitor,False,False
3,81.0,0,0.0,19,448.0333333,0.0,0.012857143,0.0,0.0,May,3,2,5,4,Returning_Visitor,True,False
1,88.7,0,0.0,34,620.13,0.054285714,0.083095238,0.0,0.0,Oct,3,2,6,13,Returning_Visitor,False,False
0,0.0,0,0.0,10,348.25,0.02,0.024,0.0,0.0,Nov,2,2,4,13,Returning_Visitor,False,False
3,54.0,0,0.0,20,262.9,0.008333333,0.055555556,0.0,0.0,Dec,2,2,1,2,Returning_Visitor,False,False
1,63.4,0,0.0,6,137.6,0.0,0.013333333,0.0,0.0,Oct,2,2,3,1,Returning_Visitor,False,False
0,0.0,0,0.0,88,2765.444444,0.0,0.014772727,0.0,0.2,May,2,4,3,2,Returning_Visitor,False,False
6,153.5,0,0.0,34,1048.492063,0.011578947,0.032225685,0.0,0.0,Mar,2,6,1,1,Returning_Visitor,True,False
0,0.0,0,0.0,5,360.75,0.0,0.04,0.0,0.0,Mar,2,4,3,1,Returning_Visitor,False,False
0,0.0,0,0.0,5,325.1666667,0.0,0.056,0.0,0.0,Nov,1,1,3,3,Returning_Visitor,False,False
4,71.7,0,0.0,8,74.6,0.109090909,0.127272727,0.0,0.0,Jul,3,2,6,13,Returning_Visitor,False,False
7,53.25,0,0.0,42,650.0333333,0.004347826,0.006521739,0.0,0.0,May,2,2,2,4,Returning_Visitor,False,False
0,0.0,0,0.0,22,465.7051282,0.0,0.010690797,0.0,0.8,May,3,2,1,4,Returning_Visitor,False,False
3,28.5,0,0.0,8,181.6666667,0.022222222,0.044444444,0.0,0.0,Dec,1,1,3,10,Returning_Visitor,False,False
3,28.5,0,0.0,15,608.4166667,0.0,0.035294118,0.0,0.0,Mar,2,5,1,3,Returning_Visitor,False,False
0,0.0,0,0.0,6,127.0,0.0,0.016666667,0.0,0.8,May,2,2,3,4,Returning_Visitor,False,False
0,0.0,0,0.0,4,107.0,0.0,0.05,0.0,0.8,May,2,5,3,2,Returning_Visitor,False,False
3,62.9,1,0.0,30,647.518523,0.0,0.010437463,13.73292849,0.0,Jul,2,2,3,1,Returning_Visitor,True,True
0,0.0,0,0.0,3,8.0,0.0,0.066666667,0.0,0.0,Mar,2,2,6,1,Returning_Visitor,False,False
8,225.4166667,0,0.0,44,1254.112179,0.007092199,0.030129179,0.0,0.0,Dec,3,2,3,1,Returning_Visitor,False,False
0,0.0,1,0.0,13,1297.25,0.028571429,0.064285714,0.0,0.0,Dec,1,8,3,1,Returning_Visitor,True,False
0,0.0,0,0.0,7,451.8333333,0.028571429,0.076190476,0.0,0.0,Mar,3,2,1,3,Returning_Visitor,True,False
0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.0,May,2,6,1,3,Returning_Visitor,False,False
1,12.0,0,0.0,22,380.8066667,0.019047619,0.013333333,0.0,0.0,Jul,1,2,3,2,Returning_Visitor,False,False
0,0.0,0,0.0,3,19.0,0.066666667,0.133333333,0.0,0.0,Nov,2,5,3,10,Returning_Visitor,False,False
4,699.0,0,0.0,9,261.7,0.0,0.020512821,0.0,0.0,May,3,2,3,11,New_Visitor,False,False
0,0.0,0,0.0,13,399.5,0.0,0.005128205,0.0,1.0,May,3,2,5,1,Returning_Visitor,True,False
1,55.4,0,0.0,29,451.7,0.003448276,0.022988506,0.0,0.0,Aug,2,2,3,4,Returning_Visitor,False,False
1,0.0,0,0.0,106,4568.338675,0.003647799,0.013529215,0.0,0.0,Nov,1,1,2,10,Returning_Visitor,False,True
0,0.0,0,0.0,26,234.8,0.05,0.119230769,0.0,0.0,Jul,2,2,7,13,Returning_Visitor,False,False
2,75.0,0,0.0,26,2058.3,0.0,0.0125,8.524548919,0.0,Nov,1,1,9,8,New_Visitor,False,True
0,0.0,0,0.0,4,123.0,0.0,0.066666667,0.0,0.0,May,3,2,4,3,Returning_Visitor,False,False
0,0.0,1,90.0,11,1056.5,0.018181818,0.054545455,0.0,0.0,Mar,4,2,1,2,Returning_Visitor,False,False
0,0.0,0,0.0,13,190.25,0.030769231,0.049230769,0.0,0.0,May,2,2,1,13,Returning_Visitor,False,False
0,0.0,1,41.0,13,698.0,0.0,0.032142857,0.0,0.0,Mar,2,5,2,1,Returning_Visitor,False,False
0,0.0,0,0.0,3,0.0,0.2,0.2,0.0,0.0,Nov,3,2,1,11,Returning_Visitor,False,True
0,0.0,0,0.0,16,973.5,0.025,0.045833333,0.0,0.0,May,2,2,1,1,Returning_Visitor,False,False
1,13.5,1,28.0,88,1759.275703,0.004545455,0.020644542,0.0,0.0,Mar,2,2,1,2,Returning_Visitor,False,False
6,31.0,0,0.0,17,1494.25,0.020289855,0.031449275,0.0,0.0,Nov,1,1,3,7,Returning_Visitor,False,False
3,171.375,0,0.0,29,1343.946429,0.035714286,0.034983766,0.0,0.0,Nov,3,2,8,13,Returning_Visitor,True,False
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Nov,2,2,3,1,Returning_Visitor,False,False
2,58.4,0,0.0,54,3708.392857,0.002631579,0.020467836,11.7031641,0.0,Sep,4,2,9,13,Returning_Visitor,False,True
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Nov,4,1,1,10,Returning_Visitor,True,False
